#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  UGC09056                | UGC09056,SDSSJ140921.80+490214.9,SDSSJ140921.76+490215.2,PGC050509,MCG+08-26-005,LGG372:[G93]003,IRAS14074+4916,CGCG247-006,2MFGC11477,2MASXJ14092132+4902197                                                                                                                                                        |     50509 |  32.62 |  32.05 |   14.15601 |   49.03792 |     2040 |        4 |     2014 |        6 |     2294 |  139.5 |   73.7 |     0.49 |     0.03 | Scd   |      |       |           |             |   7.0 |   2.0 |     1.06 |     0.05 |  77.52 |   3.34 |  80.78 |   3.50 |  15.69 |   0.27 |    NaN |   0.14 |  13.57 |    NaN |    NaN |  13.88 |
  UGC09067                | UGC09067,SDSSJ141045.46+151233.8,SDSSJ141045.45+151233.8,PGC1478357,PGC050621,MCG+03-36-076,KUG1408+154,IRAS14084+1526,CGCG103-107,AGC009067,2MASXJ14104546+1512339                                                                                                                                                  |     50621 |  35.33 |    NaN |   14.17929 |   15.20941 |     7840 |        2 |     7841 |        4 |     7974 |   10.6 |   69.5 |     0.35 |     0.03 | Sab   |      |       |           |             |   2.0 |   0.5 |     0.91 |     0.06 | 184.87 |   5.62 | 197.43 |   6.05 |  16.34 |   0.19 |  13.32 |   0.07 |  14.29 |    NaN |    NaN |  13.30 |
  UGC09080                | UGC09080,SDSSJ141035.91+592128.7,SDSSJ141035.90+592129.0,SDSSJ141035.90+592128.8,SDSSJ141035.90+592128.7,RFGC2726,PGC050611,MCG+10-20-082,FGC1722,EONJ212.650+59.358,EGISJ141035.9+592129,CGCG295-039,2MASXJ14103601+5921305                                                                                         |     50611 |  33.44 |    NaN |   14.17664 |   59.35802 |     3065 |        2 |     3072 |        7 |     3340 |   41.0 |   90.0 |     0.77 |     0.04 | Sc    |      |       |           |             |   5.8 |   0.5 |     1.09 |     0.06 |  74.00 |   3.49 |  74.00 |    NaN |    NaN |    NaN |    NaN |   0.04 |  14.26 |    NaN |    NaN |  14.65 |
  NGC5513                 | UGC09099,SDSSJ141308.63+202458.6,SDSSJ141308.62+202458.5,PGC050776,NGC5513,MCG+04-34-005,CGCG133-011,2MASXJ14130864+2024587                                                                                                                                                                                          |     50776 |  34.39 |    NaN |   14.21906 |   20.41627 |     5014 |        2 |      NaN |      NaN |     5171 |  114.2 |   73.3 |     0.27 |     0.06 | S0    |      |       |           |             |  -2.0 |   0.5 |     1.31 |     0.08 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.12 |  13.58 |    NaN |    NaN |  11.81 |
  UGC09110                | UGC09110,SDSSJ141413.39+153720.6,PGC050848,MCG+03-36-088,KUG1411+158,IRAS14118+1551,HIPASSJ1414+15,CGCG103-123,AGC009110,2MASXJ14141341+1537201                                                                                                                                                                      |     50848 |  34.21 |    NaN |   14.23705 |   15.62240 |     4648 |        2 |     4643 |        4 |     4785 |   18.4 |   70.1 |     0.38 |     0.03 | SBb   | B    |       |           |             |   3.2 |   0.9 |     1.12 |     0.05 | 154.02 |   5.67 | 163.76 |   6.06 |  15.09 |   0.22 |    NaN |   0.08 |  13.61 |    NaN |    NaN |  13.06 |
  UGC09113                | UGC09113,SDSSJ141414.77+352525.2,SDSSJ141414.77+352525.1,SDSSJ141414.76+352525.1,PGC050853,MCG+06-31-080,KUG1412+356A,IRAS14121+3539,CGCG191-065,2MASXJ14141476+3525238                                                                                                                                              |     50853 |  33.46 |    NaN |   14.23744 |   35.42361 |     3183 |        3 |     3179 |        5 |     3398 |   57.6 |   80.0 |     0.52 |     0.03 | Sb    |      |       |           |             |   3.2 |   2.1 |     1.18 |     0.04 | 122.39 |   4.12 | 124.30 |   4.20 |  14.57 |   0.34 |  13.11 |   0.10 |  14.46 |    NaN |    NaN |  13.65 |
  NGC5522                 | UGC09116,SDSSJ141450.37+150848.8,SDSSJ141450.37+150848.7,SDSSJ141450.36+150848.7,PGC050889,NGC5522,MCG+03-36-089,IRAS14124+1522,CGCG103-125,AGC009116,2MIG1955,2MFGC11563,2MASXJ14145036+1508480                                                                                                                     |     50889 |  34.19 |    NaN |   14.24732 |   15.14684 |     4579 |        1 |     4577 |        5 |     4713 |   50.3 |   90.0 |     0.65 |     0.02 | SBb   | B    |       |           |             |   3.1 |   0.5 |     1.27 |     0.03 | 197.29 |   2.80 | 197.29 |    NaN |  15.19 |   0.24 |  12.29 |   0.10 |  13.05 |    NaN |    NaN |  12.47 |
  NGC5525                 | UGC09124,SDSSJ141539.23+141657.4,SDSSJ141539.23+141657.3,SDSSJ141539.22+141657.4,PGC050946,NGC5525,MCG+03-36-096,EONJ213.913+14.283,EGISJ141539.2+141658,CGCG103-132,2MASXJ14153923+1416576                                                                                                                          |     50946 |  34.59 |    NaN |   14.26089 |   14.28266 |     5530 |        2 |      NaN |      NaN |     5661 |   21.2 |   70.2 |     0.26 |     0.05 | S0    | B    |       |           |             |  -1.7 |   1.1 |     1.08 |     0.09 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.11 |  13.60 |   0.49 |   0.86 |  11.91 |
  NGC5546                 | UGC09148,SDSSJ141809.23+073352.4,SDSSJ141809.22+073352.3,PGC051084,NGC5546,MCG+01-36-035,CGCG046-089,2MASXJ14180921+0733524                                                                                                                                                                                          |     51084 |  35.19 |    NaN |   14.30256 |    7.56456 |     7377 |        2 |      NaN |      NaN |     7477 |   22.1 |   51.2 |     0.09 |     0.03 | E     |      |       |           |             |  -4.9 |   0.4 |     1.20 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.13 |  13.09 |    NaN |   0.93 |  11.72 |
  NGC5549                 | UGC09156,SDSSJ141838.81+072238.5,SDSSJ141838.81+072238.4,PGC051118,NGC5549,MCG+01-36-036,CGCG047-001,2MASXJ14183879+0722384                                                                                                                                                                                          |     51118 |  35.27 |    NaN |   14.31078 |    7.37737 |     7673 |        3 |      NaN |      NaN |     7772 |  118.9 |   81.2 |     0.31 |     0.03 | S0    |      |       |           |             |  -2.0 |   0.4 |     1.19 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.13 |  13.72 |    NaN |    NaN |  11.91 |
  UGC09165                | UGC09165,SDSSJ141847.79+245625.9,SDSSJ141847.79+245625.8,SDSSJ141847.78+245625.9,PGC051121,MCG+04-34-015,LGG381:[G93]004,IRAS14165+2510,CGCG133-030,AGC009165,2MFGC11628,2MASXJ14184786+2456255                                                                                                                      |     51121 |  34.49 |    NaN |   14.31328 |   24.94047 |     5234 |       11 |     5256 |        5 |     5411 |   53.8 |   90.0 |     0.60 |     0.04 | S0-a  |      |       |           |             |   0.3 |   1.0 |     1.08 |     0.07 | 155.55 |   6.94 | 155.55 |    NaN |  16.65 |   0.19 |  11.79 |   0.08 |  14.74 |    NaN |    NaN |  13.08 |
  UGC09182                | UGC09182,SDSSJ142046.12+215608.7,SDSSJ142046.12+215608.6,PGC051253,MCG+04-34-019,KIG0625,IRAS14184+2210,IRAS14184+2209,HIPASSJ1420+21,CGCG133-034,AGC009182,2MIG1967,2MFGC11657,2MASXJ14204611+2156086                                                                                                               |     51253 |  34.23 |    NaN |   14.34614 |   21.93571 |     4656 |        2 |     4653 |        4 |     4821 |  121.6 |   90.0 |     0.77 |     0.03 | Sc    |      |       |           |             |   5.8 |   1.3 |     1.44 |     0.03 | 147.57 |   3.65 | 147.57 |    NaN |  14.68 |   0.13 |  13.35 |   0.13 |  12.97 |    NaN |    NaN |  12.84 |
  UGC09199                | UGC09199,SDSSJ142159.89+110600.5,SDSSJ142159.89+110600.4,PGC143002,PGC051327,IRAS14196+1119,CGCG075-019,AGC009199,2MFGC11670,2MASXJ14215988+1106009                                                                                                                                                                  |     51327 |  35.29 |    NaN |   14.36663 |   11.10016 |     7725 |        3 |     7730 |        6 |     7842 |  127.2 |   90.0 |     0.75 |     0.03 | Sbc   |      | R     |           |             |   4.0 |   1.7 |     1.13 |     0.04 | 202.68 |   2.98 | 202.68 |    NaN |  16.36 |   0.19 |    NaN |   0.16 |  13.97 |    NaN |    NaN |  13.45 |
  NGC5590                 | UGC09200,SDSSJ142138.40+351217.5,PGC051312,NGC5590,NGC5580,MCG+06-32-006,LGG378:[G93]003,CGCG192-006,2MASXJ14213841+3512178                                                                                                                                                                                          |     51312 |  33.49 |    NaN |   14.36067 |   35.20490 |     3209 |       29 |      NaN |      NaN |     3424 |  137.0 |   30.8 |     0.05 |     0.03 | S0    |      |       |           |             |  -2.2 |   0.8 |     1.19 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.07 |  13.45 |    NaN |    NaN |    NaN |
  NGC5616                 | UGC09231,SDSSJ142420.69+362741.1,PGC051448,NGC5616,MCG+06-32-026,IRAS14222+3641,CGCG192-015,2MFGC11693,2MASXJ14242075+3627410                                                                                                                                                                                        |     51448 |  35.51 |    NaN |   14.40576 |   36.46136 |     8422 |        4 |     8422 |        6 |     8642 |  157.9 |   90.0 |     0.72 |     0.06 | SBbc  | B    |       |           |             |   4.0 |   0.3 |     1.33 |     0.06 | 278.24 |  10.94 | 278.24 |    NaN |  15.82 |   0.09 |  12.48 |   0.04 |  13.39 |    NaN |    NaN |  12.51 |
  UGC09253                | UGC09253,SDSSJ142658.51+313101.4,SDSSJ142658.50+313101.3,SDSSJ142658.50+313101.2,PGC051589,MCG+05-34-042,LGG383:[G93]011,IRAS14247+3144,CGCG163-051,2MFGC11721,2MASXJ14265851+3131012                                                                                                                                |     51589 |  33.89 |    NaN |   14.44959 |   31.51704 |     3912 |        6 |     3924 |        6 |     4116 |   47.0 |   90.0 |     0.68 |     0.03 | SABb  | B    |       |           |             |   4.0 |   0.3 |     1.29 |     0.03 | 124.55 |   2.98 | 124.55 |    NaN |  15.76 |   0.20 |    NaN |   0.07 |  13.45 |    NaN |    NaN |  13.37 |
  UGC09262                | [RC2]A1425+36,UGC09262,SDSSJ142710.34+355518.0,PGC051601,MCG+06-32-036,IRAS14250+3608,EONJ216.785+35.917,EGISJ142710.0+355515,2MFGC11722,2MASXJ14271045+3555192,2MASXJ14271001+3555145                                                                                                                               |     51601 |  35.50 |    NaN |   14.45286 |   35.92149 |     8402 |       54 |      NaN |      NaN |     8621 |   50.4 |   90.0 |     0.83 |     0.05 | Sbc   |      |       |           |             |   4.4 |   1.6 |     1.06 |     0.10 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  12.54 |   0.06 |  14.23 |    NaN |    NaN |  13.99 |
  NGC5635                 | UGC09283,SDSSJ142831.74+272432.4,PGC1807264,PGC051706,NGC5635,MCG+05-34-049,LGG383:[G93]006,IRAS14263+2737,CGCG163-058,AGC009283,2MASXJ14283173+2724326                                                                                                                                                              |     51706 |  34.09 |    NaN |   14.47548 |   27.40902 |     4340 |       46 |     4313 |        4 |     4529 |   64.2 |   72.9 |     0.42 |     0.04 | Sb    |      |       |           |             |   3.2 |   1.5 |     1.42 |     0.03 | 361.76 |   9.21 | 378.43 |   9.73 |  14.59 |   0.19 |    NaN |   0.10 |  12.84 |    NaN |    NaN |  11.24 |
  PGC051748               | SDSSJ142911.69+300438.1,SDSSJ142911.68+300438.0,PGC051748,MCG+05-34-053,CGCG163-062,AGC240405,2MASXJ14291170+3004379                                                                                                                                                                                                 |     51748 |  34.11 |    NaN |   14.48658 |   30.07725 |     4369 |        2 |     4368 |        8 |     4568 |    NaN |   12.0 |     0.01 |     0.03 | SBc   | B    | R     |           |             |   5.0 |   1.3 |     0.83 |     0.07 |  13.89 |   1.48 |  66.86 |   8.73 |  17.97 |   0.42 |    NaN |   0.09 |  15.26 |    NaN |    NaN |  14.16 |
  NGC5656                 | UGC09332,SDSSJ143025.51+351915.7,SDSSJ143025.50+351915.7,PGC2062765,PGC051831,NGC5656,MCG+06-32-053,IRAS14283+3532,CGCG192-034,2MASXJ14302551+3519159                                                                                                                                                                |     51831 |  33.44 |  33.88 |   14.50708 |   35.32096 |     3146 |        4 |     3161 |        5 |     3364 |   57.2 |   47.6 |     0.15 |     0.03 | Sab   |      |       |           |             |   2.0 |   0.5 |     1.10 |     0.05 | 160.74 |   6.62 | 217.71 |   9.21 |  15.44 |   0.09 |  11.81 |   0.07 |  12.85 |    NaN |    NaN |  11.62 |
  NGC5675                 | UGC09357,SDSSJ143239.84+361808.0,SDSSJ143239.83+361808.0,PGC051965,NGC5675,MCG+06-32-062,LGG385:[G93]001,IRAS14305+3631,CGCG192-038,2MASXJ14323987+3618083                                                                                                                                                           |     51965 |  33.93 |    NaN |   14.54440 |   36.30222 |     3972 |        2 |      NaN |      NaN |     4194 |  135.2 |   83.9 |     0.50 |     0.03 | SBab  | B    |       | M         |             |   1.7 |   1.5 |     1.36 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  13.38 |   0.08 |  13.20 |    NaN |    NaN |  12.04 |
  NGC5665                 | VV412,UGC09352,SDSSJ143225.74+080443.1,PGC051953,NGC5665,MCG+01-37-024,KUG1429+082,IRAS14299+0817,CGCG047-084,ARP049,AGC009352,2MASXJ14322579+0804424                                                                                                                                                                |     51953 |  32.66 |  31.20 |   14.54049 |    8.07857 |     2234 |        5 |     2218 |        4 |     2340 |  149.8 |   53.1 |     0.21 |     0.02 | Sc    | B    | R     | M         |             |   5.0 |   0.4 |     1.27 |     0.03 | 104.00 |   1.69 | 129.99 |   2.19 |  15.52 |   0.10 |  11.06 |   0.11 |  12.26 |    NaN |    NaN |  11.81 |
  UGC09356                | UGC09356,SDSSJ143253.53+113542.2,SDSSJ143253.52+113542.1,PGC1395946,PGC051984,MCG+02-37-022,KUG1430+118,IRAS14304+1148,HIPASSJ1432+11,CGCG075-065,AGC009356,2MASXJ14325352+1135414                                                                                                                                   |     51984 |  32.66 |    NaN |   14.54821 |   11.59502 |     2226 |        2 |     2226 |        3 |     2348 |  101.6 |   60.0 |     0.28 |     0.03 | SABc  | B    |       |           |             |   4.7 |   1.3 |     1.02 |     0.04 | 104.28 |   2.78 | 120.35 |   3.26 |  14.37 |   0.13 |    NaN |   0.11 |  14.07 |    NaN |    NaN |  12.78 |
  UGC09401                | UGC09401,SDSSJ143609.25+214736.6,PGC052190,MCG+04-34-048,IRAS14338+2200,CGCG133-093,AGC009401,2MASXJ14360926+2147365                                                                                                                                                                                                 |     52190 |  34.63 |  35.21 |   14.60257 |   21.79350 |     5628 |        3 |     5627 |        6 |     5796 |   86.2 |   73.8 |     0.38 |     0.04 | Sa    |      |       | M         |             |   1.0 |   1.4 |     1.18 |     0.07 | 235.36 |   8.62 | 245.06 |   9.07 |  16.55 |   0.22 |    NaN |   0.19 |  13.89 |    NaN |    NaN |  12.37 |
  NGC5731                 | UGC09460,SDSSJ144009.21+424646.4,SDSSJ144009.21+424646.3,SDSSJ144009.20+424646.3,PGC052409,NGC5731,MCG+07-30-047,KPG430B,IRAS14382+4259,CGCG220-045,2MASXJ14400926+4246463                                                                                                                                           |     52409 |  33.04 |    NaN |   14.66923 |   42.77954 |     2515 |        4 |     2544 |        9 |     2758 |  115.2 |   82.1 |     0.61 |     0.04 | Sc    |      |       |           |             |   4.9 |   1.9 |     1.18 |     0.06 |  85.03 |   5.14 |  85.84 |   5.20 |  14.74 |   0.20 |    NaN |   0.07 |  13.05 |    NaN |    NaN |  13.55 |
  UGC09518                | UGC09518,SDSSJ144621.75+324648.8,SDSSJ144621.74+324648.7,PGC052743,MCG+06-32-096,CGCG192-058,2MASXJ14462175+3246483                                                                                                                                                                                                  |     52743 |  35.57 |    NaN |   14.77271 |   32.78013 |     8715 |        3 |      NaN |      NaN |     8927 |    0.2 |   73.7 |     0.15 |     0.03 | E     |      |       |           |             |  -4.8 |   0.5 |     1.06 |     0.05 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.06 |  14.16 |    NaN |    NaN |  12.61 |
  UGC09537                | UGC09537,SDSSJ144826.75+345953.0,PGC052877,MCG+06-33-001,IRAS14464+3511,CGCG193-001,CGCG192-063,2MIG2029,2MFGC12000,2MASXJ14482678+3459532                                                                                                                                                                           |     52877 |  35.60 |    NaN |   14.80743 |   34.99805 |     8820 |        2 |     8822 |        4 |     9041 |  139.8 |   90.0 |     0.77 |     0.04 | Sb    |      |       |           |             |   3.1 |   0.4 |     1.35 |     0.03 | 299.37 |   8.80 | 299.37 |    NaN |  14.81 |   0.10 |  13.75 |   0.09 |  13.48 |    NaN |    NaN |  12.67 |
  UGC09562                | [RC2]A1449+35,VV324:,UGC09562,SDSSJ145114.41+353232.2,SDSSJ145114.41+353232.1,SDSSJ145114.40+353232.1,PGC053039,MCG+06-33-004,KPG438B,CGCG193-006,AGC009562,2ZW071,2MASXJ14511436+3532323                                                                                                                            |     53039 |  31.70 |    NaN |   14.85400 |   35.54227 |     1275 |        4 |     1256 |        3 |     1497 |    3.6 |   49.9 |     0.14 |     0.03 | Sm    |      |       |           |             |   9.3 |   1.9 |     0.91 |     0.05 |  76.39 |   3.01 |  99.83 |   4.06 |  14.72 |   0.18 |    NaN |   0.06 |  14.11 |  -0.13 |   0.45 |  13.76 |
  NGC5794                 | UGC09610,SDSSJ145553.63+494333.9,PGC053378,NGC5794,MCG+08-27-032,CGCG248-027,2MASXJ14555357+4943341                                                                                                                                                                                                                  |     53378 |  34.05 |    NaN |   14.93156 |   49.72608 |     4188 |        2 |      NaN |      NaN |     4451 |  143.3 |   35.1 |     0.07 |     0.03 | S0-a  | B    | R     |           |             |   0.0 |   1.4 |     1.03 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.08 |  14.14 |    NaN |    NaN |  12.63 |
  UGC09629                | UGC09629,SDSSJ145711.24+522045.8,SDSSJ145711.24+522045.7,SDSSJ145711.23+522045.7,PGC053442,MCG+09-24-058,CGCG274-001,CGCG273-035,2MIG2043,2MASXJ14571129+5220456                                                                                                                                                     |     53442 |  35.36 |    NaN |   14.95312 |   52.34603 |     7823 |        3 |      NaN |      NaN |     8091 |  153.5 |   76.6 |     0.40 |     0.03 | Sa    |      | R     |           |             |   0.9 |   0.4 |     1.18 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  14.06 |    NaN |    NaN |  13.01 |
  UGC09665                | UGC09665,SDSSJ150132.46+481911.0,SDSSJ150132.46+481910.9,SDSSJ150132.45+481911.0,PGC053657,MCG+08-27-054,KUG1459+485B,IRAS14598+4830,CGCG248-045,2MFGC12177,2MASXJ15013244+4819116                                                                                                                                   |     53657 |  33.07 |  32.74 |   15.02568 |   48.31979 |     2558 |        2 |     2560 |        5 |     2818 |  143.0 |   90.0 |     0.65 |     0.03 | Sbc   |      |       | M         |             |   4.0 |   0.3 |     1.23 |     0.04 | 135.89 |   6.44 | 135.89 |    NaN |  14.45 |   0.34 |  12.35 |   0.10 |  13.54 |    NaN |    NaN |  13.04 |
  UGC09708                | UGC09708,SDSSJ150632.48+092658.4,SDSSJ150632.47+092658.4,PGC053935,MCG+02-38-040,KPG453A,CGCG077-003,CGCG076-153,AGC009708,2MASXJ15063246+0926588                                                                                                                                                                    |     53935 |  35.48 |    NaN |   15.10902 |    9.44956 |     8417 |        3 |     8416 |        5 |     8537 |  161.0 |   34.9 |     0.08 |     0.03 | Sb    |      |       | M         |             |   3.2 |   0.7 |     0.90 |     0.05 |  62.63 |   2.25 | 109.51 |   4.19 |  16.44 |   0.15 |    NaN |   0.15 |  15.03 |    NaN |    NaN |  14.34 |
  UGC09711                | UGC09711,SDSSJ150636.57+092618.3,SDSSJ150636.53+092618.2,PGC053942,MCG+02-38-041,KPG453B,IRAS15041+0937,CGCG077-004,CGCG076-154,2MFGC12233,2MASXJ15063658+0926198                                                                                                                                                    |     53942 |  35.46 |    NaN |   15.11016 |    9.43849 |     8342 |        4 |      NaN |      NaN |     8462 |  107.3 |   90.0 |     0.70 |     0.03 | Sa    |      |       |           |             |   1.1 |   0.6 |     1.09 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  12.72 |   0.15 |  14.63 |    NaN |    NaN |  13.79 |
  NGC5876                 | UGC09747,SDSSJ150931.59+543023.5,SDSSJ150931.58+543023.4,SDSSJ150931.57+543023.3,SDSSJ150931.57+543023.2,PGC054110,NGC5876,MCG+09-25-028,LGG395:[G93]002,CGCG274-028,2MASXJ15093156+5430228                                                                                                                          |     54110 |  33.54 |    NaN |   15.15877 |   54.50647 |     3254 |        3 |     3276 |        6 |     3528 |   48.2 |   68.1 |     0.33 |     0.05 | SBab  | B    | R     |           |             |   1.5 |   0.6 |     1.39 |     0.05 | 221.57 |  13.51 | 238.82 |  14.69 |  16.21 |   0.09 |    NaN |   0.06 |  13.25 |    NaN |    NaN |  12.05 |
  UGC09759                | UGC09759,SDSSJ151041.12+552057.4,SDSSJ151040.82+552103.5,PGC054154,MCG+09-25-030,LGG395:[G93]007,IRAS15093+5532,CGCG274-029,2MASXJ15104100+5520593                                                                                                                                                                   |     54154 |  33.66 |    NaN |   15.17806 |   55.34982 |     3427 |        7 |     3421 |        4 |     3703 |   52.7 |   63.2 |     0.29 |     0.03 | Sb    |      |       |           |             |   2.5 |   1.5 |     1.12 |     0.04 | 138.85 |   4.00 | 155.56 |   4.55 |  15.07 |   0.09 |  13.27 |   0.05 |  14.58 |    NaN |    NaN |  13.10 |
  NGC5888                 | UGC09771,SDSSJ151307.37+411552.7,SDSSJ151307.37+411552.6,PGC054316,NGC5888,MCG+07-31-038,CGCG221-037,2MASXJ15130737+4115526                                                                                                                                                                                          |     54316 |  35.58 |    NaN |   15.21872 |   41.26466 |     8709 |        3 |      NaN |      NaN |     8953 |  156.7 |   54.6 |     0.21 |     0.02 | Sbc   | B    |       | M         |             |   3.7 |   0.7 |     1.12 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  13.69 |    NaN |    NaN |  12.55 |
  UGC09777                | UGC09777,SDSSJ151415.15+202843.2,SDSSJ151415.15+202843.1,SDSSJ151415.14+202843.1,PGC054393,MCG+04-36-028,LGG394:[G93]006,IRAS15120+2039,CGCG135-031,AGC009777,2MASXJ15141514+2028435                                                                                                                                 |     54393 |  34.24 |    NaN |   15.23754 |   20.47866 |     4692 |        2 |     4694 |        4 |     4862 |  149.6 |   68.2 |     0.34 |     0.03 | Sab   |      | R     |           |             |   2.0 |   2.0 |     0.97 |     0.05 | 135.34 |   4.03 | 145.74 |   4.39 |  15.27 |   0.10 |  13.46 |   0.20 |  14.15 |    NaN |    NaN |  13.28 |
  UGC09837                | [RC2]A1522+58,UGC09837,SDSSJ152351.67+580310.7,SDSSJ152351.67+580310.6,SDSSJ152351.66+580310.7,SDSSJ152351.65+580310.8,SDSSJ152351.64+580310.4,PGC054976,MCG+10-22-013,CGCG297-012,2MASXJ15235173+5803112                                                                                                            |     54976 |  33.16 |    NaN |   15.39769 |   58.05298 |     2660 |        2 |     2657 |        5 |     2941 |    NaN |   23.2 |     0.04 |     0.04 | SABc  | B    |       | M         |             |   5.3 |   0.6 |     1.23 |     0.06 |  70.66 |   1.93 | 179.19 |   6.74 |  15.07 |   0.11 |    NaN |   0.07 |  13.69 |    NaN |   0.40 |  13.59 |
  UGC09842                | UGC09842,SDSSJ152505.80+375736.6,SDSSJ152505.80+375736.5,SDSSJ152505.79+375736.5,PGC055040,MCG+06-34-009,IRAS15232+3808,CGCG194-005,2MASXJ15250580+3757364                                                                                                                                                           |     55040 |  35.63 |    NaN |   15.41828 |   37.96017 |     8927 |        6 |     8899 |        9 |     9162 |   71.5 |   79.7 |     0.51 |     0.07 | Sb    | B    |       |           |             |   3.0 |   0.4 |     1.17 |     0.07 | 203.72 |  10.46 | 207.09 |  10.69 |  15.64 |   0.60 |  12.58 |   0.06 |  14.53 |    NaN |    NaN |  13.89 |
  NGC5928                 | UGC09847,SDSSJ152602.88+180425.1,SDSSJ152602.87+180425.1,PGC055072,NGC5928,MCG+03-39-027,KPG465B,CGCG106-042,2MASXJ15260290+1804253                                                                                                                                                                                  |     55072 |  34.13 |    NaN |   15.43413 |   18.07364 |     4460 |        2 |      NaN |      NaN |     4622 |  103.2 |   59.2 |     0.18 |     0.03 | S0    |      |       |           |             |  -2.1 |   0.6 |     1.22 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.23 |  13.37 |    NaN |    NaN |  11.89 |
  NGC5935                 | SDSSJ152816.72+425638.7,SDSSJ152816.72+425638.6,SDSSJ152816.70+425638.7,SDSSJ152816.69+425638.7,PGC055183,NPM1G+43.0302,NGC5935,MCG+07-32-013,CGCG222-013,2MASXJ15281667+4256384,1ZW113:                                                                                                                             |     55183 |  34.55 |    NaN |   15.47131 |   42.94414 |     5330 |        3 |      NaN |      NaN |     5580 |   36.6 |   70.3 |     0.33 |     0.03 | SBa   | B    |       | M         |             |   0.5 |   1.5 |     0.93 |     0.06 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.13 |  14.55 |    NaN |    NaN |  13.07 |
  UGC09868                | UGC09868,SDSSJ152914.64+525150.2,SDSSJ152914.64+525150.1,SDSSJ152914.63+525150.0,PGC055216,NPM1G+53.0198,MCG+09-25-055,2MASXJ15291461+5251501                                                                                                                                                                        |     55216 |  37.60 |    NaN |   15.48740 |   52.86392 |    21861 |        3 |      NaN |      NaN |    22134 |   29.0 |   90.0 |     0.28 |     0.03 | E     |      |       |           |             |  -5.0 |   3.0 |     1.08 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.06 |  15.45 |    NaN |    NaN |  13.78 |
  NGC5947                 | UGC09877,SDSSJ153036.59+424301.7,PGC055274,NGC5947,MCG+07-32-019,IRAS15288+4253,CGCG222-019,2MASXJ15303656+4243018                                                                                                                                                                                                   |     55274 |  34.77 |    NaN |   15.51016 |   42.71716 |     5935 |        2 |      NaN |      NaN |     6184 |   45.2 |   47.2 |     0.15 |     0.03 | SBbc  | B    |       |           |             |   3.7 |   0.6 |     1.07 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  13.53 |   0.14 |  14.17 |    NaN |    NaN |  13.04 |
  NGC5950                 | UGC09884,SDSSJ153130.84+402548.1,SDSSJ153130.80+402548.1,SDSSJ153130.79+402548.1,SDSSJ153130.71+402548.0,PGC055305,NGC5950,MCG+07-32-021,IRAS15296+4036,CGCG222-020,2MASXJ15313082+4025485                                                                                                                           |     55305 |  33.10 |  32.44 |   15.52522 |   40.43006 |     2615 |        4 |     2598 |        6 |     2859 |   37.8 |   63.3 |     0.30 |     0.02 | SBb   | B    | R     | M         |             |   3.2 |   0.6 |     1.10 |     0.04 | 187.40 |   8.83 | 209.72 |   9.95 |  15.70 |   0.09 |  13.53 |   0.12 |  14.03 |    NaN |    NaN |  13.24 |
