#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  NGC4550                 | [TH2002]023,[RG2008]J188.87743+12.22082,VCC1619,UGC07757,SDSSJ123530.58+121314.9,PGC041943,NGC4550,MCG+02-32-147,EVCC2175,EONJ188.877+12.221,EGISJ123530.5+121316,CGCG070-182,2MASXJ12353061+1213154                                                                 |     41943 |  29.52 |  30.92 |   12.59183 |   12.22090 |      410 |       20 |      381 |        9 |      501 |  178.7 |   90.0 |     0.65 |     0.04 | S0    | B    |       |           |             |  -2.0 |   0.7 |     1.50 |     0.02 | 157.00 |   7.40 | 157.00 |    NaN |  15.09 |   0.39 |    NaN |   0.17 |  12.27 |   0.47 |   0.78 |  10.93 |
  NGC4552                 | [TH2002]009,[RG2008]J188.91587+12.55634,VCC1632,UGC07760,SDSSJ123539.80+123322.8,PGC041968,NGC4552,MESSIER089,MCG+02-32-149,M89,EVCC2176,CGCG070-184,2MASXJ12353988+1233217                                                                                          |     41968 |    NaN |  30.98 |   12.59440 |   12.55624 |      323 |        4 |      NaN |      NaN |      416 |    NaN |   13.8 |     0.01 |     0.04 | E     |      |       |           |             |  -4.6 |   0.9 |     1.91 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.18 |  10.50 |   0.69 |   0.94 |   8.97 |
  NGC4551                 | [TH2002]032,[RG2008]J188.90814+12.26398,VCC1630,UGC07759,SDSSJ123537.95+121550.3,PGC041963,NGC4551,MCG+02-32-148,LGG289:[G93]046,EVCC0922,CGCG070-183,2MASXJ12353797+1215504                                                                                         |     41963 |  31.39 |  31.03 |   12.59388 |   12.26398 |     1200 |        8 |      NaN |      NaN |     1291 |   67.1 |   66.1 |     0.13 |     0.03 | E     |      |       |           |             |  -4.9 |   0.4 |     1.23 |     0.03 |  89.66 |   7.08 |  98.10 |   7.87 |  19.54 |   0.42 |    NaN |   0.17 |  12.66 |   0.65 |   0.90 |  11.24 |
  NGC4596                 | [RG2008]J189.98311+10.17614,VCC1813,UGC07828,SDSSJ123955.94+101034.0,PGC042401,NGC4596,MCG+02-32-170,EVCC1012,CGCG070-206,2MASXJ12395593+1010337                                                                                                                     |     42401 |  32.30 |  30.35 |   12.66554 |   10.17616 |     1879 |        8 |     1870 |        8 |     1962 |  120.0 |   36.6 |     0.08 |     0.04 | S0-a  | B    | R     |           |             |  -0.8 |   0.8 |     1.59 |     0.03 |  92.71 |   4.37 | 155.64 |   7.92 |    NaN |    NaN |    NaN |   0.09 |  11.18 |   0.48 |   0.89 |   9.68 |
  NGC4379                 | [TH2002]026,VCC0784,UGC07502,SDSSJ122514.74+153626.7,PGC040484,NGC4379,MCG+03-32-026,LGG289:[G93]022,EVCC2098,CGCG099-042,2MASXJ12251473+1536269                                                                                                                     |     40484 |  31.18 |  30.98 |   12.42076 |   15.60742 |     1050 |        6 |      NaN |      NaN |     1153 |  103.5 |   42.4 |     0.09 |     0.03 | E-S0  | B    | R     |           |             |  -2.7 |   0.6 |     1.27 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.10 |  12.42 |   0.40 |   0.87 |  10.97 |
  NGC4371                 | [RG2008]J186.23096+11.70421,VCC0759,UGC07493,SDSSJ122455.43+114215.1,PGC040442,NGC4371,MCG+02-32-033,LGG292:[G93]008,EVCC2094,CGCG070-057,2MASXJ12245542+1142154                                                                                                     |     40442 |  30.87 |  31.12 |   12.41539 |   11.70423 |      913 |        4 |      NaN |      NaN |      998 |   96.2 |   79.3 |     0.33 |     0.03 | S0-a  | B    | R     |           |             |  -1.3 |   0.6 |     1.59 |     0.02 | 158.93 |   7.49 | 161.75 |   7.67 |    NaN |    NaN |    NaN |   0.16 |  11.51 |   0.65 |   0.90 |   9.95 |
  NGC4374                 | [TH2002]005,[RG2008]J186.26560+12.88692,VIRGO:[TT2002]02,VCC0763,UGC07494,SDSSJ122503.74+125312.8,PGC040455,NGC4374,MRC1222+131,MESSIER084,MCG+02-32-034,M84,LGG292:[G93]005,IRAS12224+1309,GIN778,EVCC0539,CGCG070-058,4C+13.47,3C272.1,2MASXJ12250377+1253130      |     40455 |  31.03 |  31.55 |   12.41770 |   12.88711 |      999 |       28 |      910 |        8 |     1090 |  133.4 |   39.6 |     0.06 |     0.03 | E     |      |       |           |             |  -4.4 |   1.2 |     1.87 |     0.02 | 120.22 |   9.19 | 188.57 |  15.13 |  13.80 |   0.27 |    NaN |   0.18 |   9.82 |   0.66 |   0.93 |   8.29 |
  NGC4365                 | VCC0731,UGC07488,SDSSJ122428.25+071904.0,PGC040375,NGC4365,MCG+01-32-048,LGG289:[G93]029,GIN777,EVCC0518,CGCG042-083,2MASXJ12242822+0719030                                                                                                                          |     40375 |  31.39 |  31.81 |   12.40779 |    7.31675 |     1221 |        3 |      NaN |      NaN |     1284 |   40.2 |   70.1 |     0.14 |     0.02 | E     |      |       |           |             |  -4.8 |   0.4 |     1.71 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  10.39 |   0.48 |   0.93 |   8.97 |
  NGC4406                 | [TH2002]003,[RG2008]J186.54898+12.94622,VIRGO:[TT2002]01,VCC0881,UGC07532,SDSSJ122611.75+125646.3,PGC040653,NGC4406,MESSIER086,MCG+02-32-046,M86,GIN780,EVCC0597,CGCG070-072,ALFALFA1-315,AGC007532,2MASXJ12261181+1256454                                           |     40653 |    NaN |  31.20 |   12.43661 |   12.94581 |     -289 |       21 |     -302 |        4 |     -198 |  127.8 |   66.5 |     0.14 |     0.03 | E     |      |       | M         |             |  -4.8 |   0.5 |     2.06 |     0.01 |  81.55 |   4.24 |  88.95 |   4.74 |  17.05 |   0.17 |    NaN |   0.13 |   9.62 |   0.62 |   0.90 |   7.99 |
  NGC4387                 | [RG2008]J186.42367+12.81052,VIRGO:[TT2002]07,VCC0828,UGC07517,SDSSJ122541.68+124837.8,SDSSJ122541.67+124837.8,PGC040562,NGC4387,MCG+02-32-039,LGG292:[G93]039,EVCC0573,CGCG070-065,2MASXJ12254171+1248372                                                            |     40562 |  29.94 |  31.25 |   12.42825 |   12.81043 |      538 |        1 |      NaN |      NaN |      628 |  138.1 |   90.0 |     0.23 |     0.02 | E     |      |       |           |             |  -4.8 |   0.6 |     1.20 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.14 |  12.78 |   0.54 |   0.85 |  11.56 |
  NGC4382                 | [TH2002]004,VCC0798,UGC07508,PGC040515,NGC4382,MESSIER085,MCG+03-32-029,M85,LGG292:[G93]035,KPG334A,GIN779,EVCC0554,CGCG099-045,2MASXJ12252405+1811278                                                                                                               |     40515 |  30.50 |  31.24 |   12.42334 |   18.19027 |      719 |       11 |      NaN |      NaN |      834 |    NaN |   45.2 |     0.11 |     0.04 | S0-a  |      |       | M         |             |  -1.3 |   0.6 |     1.84 |     0.01 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.13 |   9.80 |   0.38 |   0.84 |   8.06 |
  NGC4435                 | [RG2008]J186.91862+13.07900,VIRGO:[TT2002]05,VCC1030,UGC07575,SDSSJ122740.46+130444.3,PGC040898,NGC4435,MCG+02-32-064,LGG292:[G93]040,IRAS12251+1321,EVCC2117,CGCG070-098,ARP120:,2MASXJ12274050+1304444                                                             |     40898 |  30.60 |  31.09 |   12.46124 |   13.07884 |      803 |        8 |      NaN |      NaN |      895 |   12.2 |   53.6 |     0.15 |     0.03 | S0    | B    |       | M         |             |  -2.1 |   0.5 |     1.48 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |  12.30 |   0.12 |  11.39 |   0.62 |   0.89 |  10.04 |
  NGC4429                 | [RG2008]J186.86045+11.10771,VCC1003,UGC07568,SDSSJ122726.50+110627.7,PGC040850,NGC4429,MCG+02-32-061,LGG292:[G93]009,IRAS12249+1123,EVCC2111,EONJ186.860+11.108,EGISJ122726.4+110629,CGCG070-093,2MASXJ12272655+1106271                                              |     40850 |  31.03 |  30.57 |   12.45736 |   11.10774 |      992 |       67 |      915 |        9 |     1075 |   97.8 |   77.1 |     0.34 |     0.04 | S0-a  | B    | R     |           |             |  -0.8 |   1.5 |     1.72 |     0.02 |  61.67 |   3.00 |  63.25 |   3.10 |  16.43 |   0.24 |  12.41 |   0.14 |  10.72 |   0.64 |   0.89 |   9.14 |
  NGC4442                 | [RG2008]J187.01618+09.80371,VCC1062,UGC07583,SDSSJ122803.88+094813.3,SDSSJ122803.87+094813.5,PGC040950,NGC4442,MCG+02-32-068,LGG288:[G93]001,EVCC0681,CGCG070-100,2MASXJ12280389+0948130                                                                             |     40950 |  29.81 |  30.90 |   12.46775 |    9.80370 |      532 |        8 |      NaN |      NaN |      609 |   87.0 |   90.0 |     0.43 |     0.04 | S0    | B    |       |           |             |  -1.9 |   0.4 |     1.64 |     0.02 |  95.11 |   4.48 |  95.11 |    NaN |    NaN |    NaN |    NaN |   0.10 |  11.22 |   0.52 |   0.87 |   9.87 |
  NGC4434                 | VCC1025,UGC07571,SDSSJ122736.67+080915.6,PGC040886,NGC4434,MCG+01-32-069,LGG292:[G93]014,EVCC2115,CGCG042-115,2MASXJ12273667+0809155                                                                                                                                 |     40886 |  31.11 |  31.73 |   12.46019 |    8.15432 |     1070 |        6 |      NaN |      NaN |     1139 |    NaN |   20.5 |     0.02 |     0.03 | E     |      | R     |           |             |  -4.7 |   0.7 |     1.15 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.10 |  12.84 |   0.41 |   0.85 |  11.42 |
  NGC4452                 | [RG2008]J187.18045+11.75503,VCC1125,UGC07601,SDSSJ122843.30+114518.1,PGC041060,NGC4452,MCG+02-32-080,EVCC0710,CGCG070-112,2MFGC09831,2MASXJ12284362+1145261,2MASXJ12284331+1145177                                                                                   |     41060 |    NaN |    NaN |   12.47870 |   11.75505 |      162 |        2 |      NaN |      NaN |      248 |   32.1 |   90.0 |     0.75 |     0.06 | S0    | B    |       |           |             |  -1.9 |   0.8 |     1.53 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.13 |  12.65 |   0.46 |   0.79 |  11.51 |
  NGC4458                 | [RG2008]J187.23984+13.24193,VCC1146,UGC07610,SDSSJ122857.56+131430.9,PGC041095,NGC4458,MCG+02-32-082,LGG292:[G93]041,EVCC2127,CGCG070-114,2MASXJ12285753+1314308                                                                                                     |     41095 |  30.30 |  31.06 |   12.48266 |   13.24190 |      676 |        9 |      NaN |      NaN |      770 |    NaN |   28.9 |     0.03 |     0.02 | E     |      |       |           |             |  -4.9 |   0.4 |     1.20 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.10 |  12.79 |   0.32 |   0.83 |  11.41 |
  NGC3998                 | UGC06946,PGC037642,NGC3998,MCG+09-20-046,LGG241:[G93]007,CGCG269-025,2MASXJ11575616+5527128                                                                                                                                                                          |     37642 |  31.39 |  30.73 |   11.96560 |   55.45356 |     1044 |        9 |     1040 |       18 |     1287 |  138.8 |   41.5 |     0.09 |     0.05 | S0    |      | R     |           |             |  -2.1 |   0.7 |     1.44 |     0.03 | 269.74 |  26.60 | 406.90 |  41.72 |  15.30 |   0.27 |    NaN |   0.07 |  11.32 |   0.50 |   0.92 |   9.25 |
  NGC4026                 | UGC06985,SDSSJ115925.08+505741.9,PGC037760,NGC4026,MCG+09-20-052,LGG258:[G93]009,EONJ179.855+50.962,EGISJ115925.1+505742,CGCG269-029,2MFGC09425,2MASXJ11592518+5057420                                                                                               |     37760 |  31.25 |  30.65 |   11.99031 |   50.96168 |      970 |       14 |      972 |       21 |     1202 |  178.5 |   90.0 |     0.70 |     0.05 | S0    | B    |       |           |             |  -1.8 |   0.9 |     1.64 |     0.04 | 220.00 |  38.48 | 220.00 |    NaN |    NaN |    NaN |    NaN |   0.09 |  11.59 |    NaN |   0.82 |   9.88 |
  NGC4461                 | [RG2008]J187.26253+13.18381,VIRGO:[TT2002]04,VCC1158,UGC07613,SDSSJ122903.00+131101.7,PGC041111,NGC4461,MCG+02-32-084,LGG286:[G93]004,EVCC2131,CGCG070-115,2MASXJ12290301+1311018                                                                                    |     41111 |  32.34 |  30.40 |   12.48417 |   13.18384 |     1925 |        4 |     1925 |        8 |     2018 |    8.0 |   90.0 |     0.47 |     0.04 | S0-a  | B    | R     |           |             |  -0.7 |   1.3 |     1.56 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.10 |  11.79 |   0.55 |   0.79 |  10.44 |
  NGC4111                 | UGC07103,PGC2212546,PGC2211815,PGC038440,NGC4111,MCG+07-25-026,LGG269:[G93]006,EONJ181.763+43.066,EGISJ120703.0+430357,CGCG215-028,2MFGC09530,2MASXJ12070312+4303554                                                                                                 |     38440 |  30.87 |  30.86 |   12.11751 |   43.06565 |      783 |        4 |      784 |        5 |      992 |  151.6 |   90.0 |     0.45 |     0.05 | S0-a  |      | R     |           |             |  -1.3 |   1.0 |     1.25 |     0.03 |  72.28 |   3.86 |  72.28 |    NaN |  14.74 |   0.27 |    NaN |   0.06 |  11.60 |   0.38 |   0.81 |   9.71 |
  NGC4036                 | UGC07005,SDSSJ120126.74+615344.7,PGC037930,NGC4036,MCG+10-17-125,LGG266:[G93]001,IRAS11588+6210,EONJ180.361+61.896,EGISJ120126.8+615345,CGCG292-059,2MASXJ12012689+6153445                                                                                           |     37930 |  31.92 |  31.60 |   12.02411 |   61.89576 |     1370 |       46 |      NaN |      NaN |     1629 |   83.2 |   90.0 |     0.37 |     0.05 | S0    |      |       |           |             |  -2.4 |   0.8 |     1.69 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.10 |  11.41 |   0.51 |   0.85 |   9.94 |
  NGC4168                 | VCC0049,UGC07203,SDSSJ121217.27+131218.7,SDSSJ121217.26+131218.7,PGC038890,NGC4168,MCG+02-31-046,LGG285:[G93]002,EVCC0163,CGCG069-081,2MASXJ12121723+1312192                                                                                                         |     38890 |  32.70 |  32.67 |   12.20480 |   13.20518 |     2273 |        2 |      NaN |      NaN |     2361 |  121.2 |   58.0 |     0.11 |     0.02 | E     |      |       |           |             |  -4.9 |   0.4 |     1.47 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.16 |  11.84 |   0.45 |   0.87 |  10.87 |
  NGC4203                 | UGC07256,PGC039158,NGC4203,MCG+06-27-040,LGG279:[G93]016,IRAS12125+3328,CGCG187-029,AGC007256,2MASXJ12150502+3311500                                                                                                                                                 |     39158 |  31.32 |  30.88 |   12.25139 |   33.19722 |     1084 |        5 |     1091 |        3 |     1259 |   10.2 |   90.0 |     0.38 |     0.03 | E-S0  | B    |       |           |             |  -2.7 |   0.7 |     1.53 |     0.02 | 107.85 |   3.09 | 107.85 |    NaN |  14.06 |   0.16 |  13.31 |   0.05 |  11.66 |   0.49 |   0.90 |    NaN |
  NGC4251                 | UGC07338,PGC1828405,PGC039492,NGC4251,MCG+05-29-050,LGG279:[G93]008,CGCG158-060,2MASXJ12180830+2810310                                                                                                                                                               |     39492 |  31.32 |  31.44 |   12.30232 |   28.17526 |     1069 |       15 |      NaN |      NaN |     1225 |   99.5 |   74.3 |     0.28 |     0.03 | S0    | B    | R     |           |             |  -1.8 |   0.7 |     1.37 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.10 |  11.52 |   0.40 |   0.80 |   9.37 |
  NGC4267                 | [RG2008]J184.93865+12.79825,VCC0369,UGC07373,SDSSJ121945.27+124753.7,PGC039710,NGC4267,MCG+02-32-004,LGG292:[G93]004,EVCC0353,CGCG070-013,2MASXJ12194528+1247540                                                                                                     |     39710 |  31.03 |  30.97 |   12.32925 |   12.79828 |      983 |       25 |      NaN |      NaN |     1071 |  143.0 |   57.4 |     0.16 |     0.03 | E-S0  | B    |       |           |             |  -2.7 |   0.7 |     1.41 |     0.03 |  50.71 |   2.39 |  60.19 |   2.90 |    NaN |    NaN |    NaN |   0.20 |  11.60 |   0.52 |   0.86 |  10.16 |
  NGC4270                 | VCC0375,UGC07376,SDSSJ121949.46+052748.3,PGC039718,NGC4270,MCG+01-32-007,LGG281:[G93]013,EVCC2067,CGCG042-026,AGC007376,2MASXJ12194943+0527481                                                                                                                       |     39718 |  32.73 |    NaN |   12.33040 |    5.46340 |     2370 |        8 |     2377 |        5 |     2423 |  110.0 |   90.0 |     0.38 |     0.03 | S0    | B    |       |           |             |  -2.0 |   0.4 |     1.27 |     0.04 |  48.73 |   2.94 |  48.73 |    NaN |  16.53 |   0.24 |    NaN |   0.08 |  12.84 |   0.38 |   0.80 |  11.42 |
  NGC4261                 | VCC0345,UGC07360,SDSSJ121923.21+054929.7,SDSSJ121922.98+054930.4,PGC039659,NGC4261,MRC1216+061,MCG+01-31-052,LGG278:[G93]006,EVCC0342,CGCG042-013,4C+06.44,3C270,2MASXJ12192326+0549289                                                                              |     39659 |  32.62 |  32.51 |   12.32310 |    5.82496 |     2222 |       17 |      NaN |      NaN |     2276 |  159.8 |   56.2 |     0.10 |     0.02 | E     |      |       |           |             |  -4.8 |   0.4 |     1.63 |     0.02 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.08 |  11.07 |   0.51 |   0.95 |  10.04 |
  NGC4339                 | VCC0648,UGC07461,SDSSJ122334.93+060454.4,PGC040240,NGC4339,MCG+01-32-036,LGG289:[G93]026,EVCC2088,CGCG042-068,2MASXJ12233494+0604541                                                                                                                                 |     40240 |  31.52 |  31.06 |   12.39304 |    6.08176 |     1292 |        8 |      NaN |      NaN |     1350 |    NaN |   24.9 |     0.02 |     0.03 | E     | B    |       |           |             |  -4.6 |   1.0 |     1.37 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.11 |  12.19 |   0.47 |   0.87 |  10.90 |
  NGC4340                 | VCC0654,UGC07467,SDSSJ122335.28+164320.4,PGC040245,NGC4340,MCG+03-32-021,LGG292:[G93]036,EVCC2089,CGCG099-036,2MASXJ12233531+1643199                                                                                                                                 |     40245 |  30.95 |  30.83 |   12.39314 |   16.72247 |      950 |        9 |      NaN |      NaN |     1057 |   87.0 |   58.8 |     0.20 |     0.04 | S0-a  | B    | R     |           |             |  -1.2 |   0.6 |     1.45 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.11 |  11.95 |   0.45 |   0.87 |  10.53 |
  NGC4278                 | [WTK2001]J122006.76+291649.8,UGC07386,SDSSJ122006.82+291650.5,PGC039764,NGC4278,MCG+05-29-062,LGG279:[G93]017,IRAS12175+2933,COMA1:[TT2002]02,CGCG158-077,AGC007386,2MASXJ12200682+2916498,2MASXJ12200679+2916502                                                    |     39764 |  30.40 |  31.34 |   12.33522 |   29.28065 |      623 |        7 |      619 |        4 |      784 |    NaN |   15.6 |     0.01 |     0.02 | E     |      |       |           |             |  -4.8 |   0.4 |     1.46 |     0.04 | 264.06 |   9.28 | 982.34 |  57.65 |  14.76 |   0.16 |  13.53 |   0.13 |  10.90 |   0.43 |   0.91 |    NaN |
  NGC4350                 | VCC0685,UGC07473,SDSSJ122357.84+164136.0,PGC040295,NGC4350,MCG+03-32-023,LGG289:[G93]021,EVCC2090,EONJ185.991+16.693,EGISJ122357.9+164136,CGCG099-038,ARK362,2MASXJ12235781+1641360                                                                                  |     40295 |  31.52 |  30.86 |   12.39940 |   16.69334 |     1246 |       41 |      NaN |      NaN |     1354 |   28.4 |   82.4 |     0.32 |     0.06 | S0    | B    |       |           |             |  -1.8 |   0.9 |     1.45 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.12 |  11.68 |   0.41 |   0.88 |  10.16 |
  NGC3414                 | UGC05959,SDSSJ105116.20+275830.3,PGC032533,NGC3414,MCG+05-26-021,LGG227:[G93]003,CGCG155-029,ARP162,AGC005959,2MASXJ10511624+2758298                                                                                                                                 |     32533 |  31.86 |  31.99 |   10.85451 |   27.97502 |     1460 |        6 |     1459 |        5 |     1587 |    9.3 |   76.9 |     0.29 |     0.03 | S0    | B    |       | M         |             |  -2.0 |   0.6 |     1.43 |     0.03 | 136.90 |   7.67 | 140.58 |   7.93 |  17.07 |   0.23 |    NaN |   0.11 |  11.93 |   0.50 |   0.91 |   9.82 |
  NGC3379                 | UGC05902,SDSSJ104749.60+123453.9,PGC032256,NGC3379,MESSIER105,MCG+02-28-011,LGG217:[G93]004,LEO_GROUP:[FS90]025,LEO1:[TT2002]02,GIN773,CGCG066-018,2MASXJ10474959+1234538                                                                                            |     32256 |  30.78 |  30.27 |   10.79711 |   12.58164 |      908 |        6 |      NaN |      NaN |      962 |   71.0 |   41.8 |     0.06 |     0.03 | E     |      |       |           |             |  -4.8 |   0.4 |     1.69 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.11 |  10.11 |   0.51 |   0.93 |    NaN |
  NGC3384                 | UGC05911,SDSSJ104816.91+123745.8,SDSSJ104816.88+123745.3,PGC032292,NGC3384,NGC3371,MCG+02-28-012,LGG217:[G93]005,LEO_GROUP:[FS90]026,LEO1:[TT2002]01,CGCG066-021,2MASXJ10481689+1237454                                                                              |     32292 |  29.81 |  29.87 |   10.80469 |   12.62934 |      563 |        6 |      NaN |      NaN |      617 |   53.0 |   90.0 |     0.34 |     0.04 | E-S0  | B    |       |           |             |  -2.6 |   0.8 |     1.72 |     0.02 |  15.60 |   1.66 |  15.60 |    NaN |  16.84 |   0.30 |    NaN |   0.12 |  10.77 |   0.39 |   0.88 |  11.65 |
  NGC3489                 | UGC06082,PGC033160,NGC3489,MCG+02-28-039,LGG217:[G93]008,CGCG066-084,AGC006082,2MASXJ11001858+1354045                                                                                                                                                                |     33160 |  30.30 |  30.39 |   11.00516 |   13.90123 |      694 |        4 |      695 |        5 |      758 |   70.0 |   63.7 |     0.23 |     0.04 | S0-a  | B    |       |           |             |  -1.2 |   0.9 |     1.54 |     0.03 |  48.73 |   2.94 |  54.37 |   3.32 |  17.74 |   0.20 |    NaN |   0.07 |  10.98 |   0.30 |   0.78 |   9.06 |
  NGC3630                 | UGC06349,SDSSJ112016.98+025751.7,PGC1242001,PGC034698,NGC3645,NGC3630,MCG+01-29-031,LGG233:[G93]002,EONJ170.071+02.964,EGISJ112017.0+025752,CGCG039-124,2MFGC08853,2MASXJ11201698+0257510                                                                            |     34698 |  31.70 |    NaN |   11.33805 |    2.96432 |     1481 |       11 |      NaN |      NaN |     1500 |   37.8 |   84.3 |     0.34 |     0.03 | S0    | B    |       | M         |             |  -1.5 |   1.1 |     1.28 |     0.03 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.18 |  12.67 |    NaN |    NaN |  11.22 |
  NGC3610                 | UGC06319,SDSSJ111825.26+584710.5,PGC034566,NGC3610,MCG+10-16-107,LGG234:[G93]001,CGCG291-048,2MASXJ11182527+5847104                                                                                                                                                  |     34566 |  32.30 |  32.56 |   11.30702 |   58.78624 |     1732 |       50 |      NaN |      NaN |     1976 |    NaN |   10.2 |     0.00 |     0.05 | E     | B    | R     |           |             |  -3.9 |   1.6 |     1.38 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.04 |  11.56 |   0.46 |   0.83 |    NaN |
  NGC3626                 | UGC06343,SDSSJ112003.80+182124.6,PGC1557460,PGC034684,NGC3632,NGC3626,MCG+03-29-032,LGG237:[G93]002,CGCG096-029,AGC006343,2MASXJ11200379+1821244                                                                                                                     |     34684 |  31.81 |  31.49 |   11.33439 |   18.35697 |     1480 |        5 |     1476 |        5 |     1572 |  156.5 |   55.8 |     0.18 |     0.03 | S0-a  |      | R     |           |             |  -0.8 |   1.1 |     1.47 |     0.03 | 157.41 |   3.82 | 190.37 |   4.78 |  15.12 |   0.22 |    NaN |   0.08 |  11.70 |   0.26 |   0.76 |    NaN |
  NGC3605                 | UGC06295,SDSSJ111646.58+180101.7,PGC034415,NGC3605,MCG+03-29-019,CGCG096-019,2MASXJ11164662+1801017                                                                                                                                                                  |     34415 |  30.30 |  31.56 |   11.27962 |   18.01717 |      675 |       15 |      NaN |      NaN |      765 |   18.7 |   90.0 |     0.24 |     0.04 | E     |      | R     |           |             |  -4.4 |   1.1 |     1.10 |     0.07 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  13.06 |   0.44 |   0.83 |    NaN |
  NGC3619                 | UGC06330,SDSSJ111921.55+574528.1,PGC034641,NGC3619,MCG+10-16-115,LGG234:[G93]003,IRAS11164+5802,CGCG291-054,2MASXJ11192162+5745276                                                                                                                                   |     34641 |  32.07 |    NaN |   11.32266 |   57.75781 |     1544 |       12 |     1540 |        5 |     1786 |   25.0 |   42.4 |     0.10 |     0.05 | S0-a  |      |       |           |             |  -1.0 |   0.6 |     1.59 |     0.04 | 165.11 |   6.04 | 244.83 |   9.81 |  15.53 |   0.13 |  13.62 |   0.08 |  12.44 |    NaN |    NaN |    NaN |
  NGC3607                 | UGC06297,PGC034426,NGC3607,MCG+03-29-020,KPG278A,CGCG096-021,2MASXJ11165465+1803065                                                                                                                                                                                  |     34426 |  30.87 |  31.77 |   11.28175 |   18.05273 |      930 |        3 |      NaN |      NaN |     1020 |  120.0 |   35.0 |     0.06 |     0.05 | E-S0  |      |       |           |             |  -3.2 |   1.4 |     1.66 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.09 |  10.83 |   0.46 |   0.90 |    NaN |
  NGC3640                 | UGC06368,PGC034778,NGC3640,MCG+01-29-033,LGG233:[G93]003,CGCG039-130,2MASXJ11210685+0314051                                                                                                                                                                          |     34778 |  31.45 |  32.14 |   11.35192 |    3.23480 |     1315 |       34 |      NaN |      NaN |     1335 |   98.1 |   39.2 |     0.06 |     0.06 | E     |      |       |           |             |  -4.7 |   0.7 |     1.64 |     0.04 |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |    NaN |   0.18 |  11.13 |   0.49 |   0.86 |    NaN |
  NGC3941                 | UGC06857,SDSSJ115255.35+365910.7,PGC037235,NGC3941,MCG+06-26-051,CGCG186-062,2MASXJ11525536+3659109                                                                                                                                                                  |     37235 |  31.03 |  30.41 |   11.88204 |   36.98635 |      914 |        3 |      914 |        4 |     1097 |   10.0 |   57.9 |     0.18 |     0.06 | S0    | B    | R     |           |             |  -2.0 |   0.4 |     1.54 |     0.03 |  99.58 |   6.30 | 117.52 |   7.65 |  15.71 |   0.27 |    NaN |   0.09 |  11.17 |   0.41 |   0.86 |    NaN |
  NGC3073                 | UGC05374,SDSSJ100052.07+553707.8,SDSSJ100052.07+553707.7,SDSSJ100052.07+553707.6,SBS0957+558,PGC028974,NGC3073,MRK0131,MCG+09-17-007,LGG188:[G93]006,CGCG266-006,CGCG265-054,2MASXJ10005204+5537081                                                                  |     28974 |  31.52 |  32.62 |   10.01446 |   55.61888 |     1158 |       30 |     1217 |        6 |     1377 |  130.3 |   31.7 |     0.05 |     0.03 | E-S0  | B    |       |           |             |  -2.7 |   0.6 |     1.08 |     0.04 |  87.11 |   6.21 | 165.76 |  12.48 |  16.08 |   0.39 |    NaN |   0.05 |  14.04 |   0.05 |   0.65 |  12.89 |
