#
#                  objname | hl_names(pgc)                                                                                                                                                                                           |       pgc |   modz |   mod0 |     al2000 |     de2000 |        v |      e_v |     vrad |   e_vrad |     vvir |     pa |   incl |   logr25 | e_logr25 |  type |  bar |  ring |  multiple | compactness |     t |   e_t |   logd25 | e_logd25 |  vmaxg | e_vmaxg|   vrot | e_vrot |    m21 |  e_m21 |   mfir |     ag |    btc |   ubtc |   bvtc |    itc |
#
  UGC05393                | UGC05393,SDSSJ100142.07+330810.9,SDSSJ100142.06+330810.9,SDSSJ100142.05+330811.0,PGC029036,MCG+06-22-055,KUG0958+333,CGCG182-061,AGC005393                                                                                                                                                                                                          |     29036 |  31.81 |  32.15 |   10.02835 |   33.13637 |     1449 |        3 |     1456 |        6 |     1582 |  119.1 |   68.8 |     0.28 |     0.03 | Sd    | B    | R     | M         |             |   8.0 |   0.5 |     1.14 |     0.05 |  63.71 |   2.30 |  68.32 |   2.49 |  14.94 |   0.18 |    NaN |   0.06 |  14.26 |    NaN |    NaN |  14.01 |
  UGC05401                | UGC05401,SDSSJ100231.33+190158.5,PGC029082,MCG+03-26-017,AGC005401                                                                                                                                                                                                                                                                                  |     29082 |  32.42 |    NaN |   10.04204 |   19.03295 |     2004 |        2 |     2005 |        5 |     2072 |   66.8 |   83.5 |     0.37 |     0.06 | I     |      |       |           |             |   9.6 |   1.0 |     1.05 |     0.07 |  55.73 |   1.77 |  56.08 |   1.81 |  15.92 |   0.17 |    NaN |   0.14 |  15.64 |    NaN |    NaN |  15.54 |
  NGC3077                 | UGC05398,SDSSJ100319.24+684404.4,SDSSJ100318.96+684403.9,SDSSJ100318.13+684400.2,PGC029146,NGC3077,MCG+12-10-017,LGG176:[G93]013,IRAS09593+6858,IRAS09592+6858,HIJASSJ1003+68,CGCG333-013,2MASXJ10031914+6844014,2MASXJ10031907+6844022                                                                                                             |     29146 |    NaN |  27.93 |   10.05524 |   68.73411 |       -8 |        4 |       11 |        5 |      247 |   48.7 |   34.8 |     0.08 |     0.04 | S?    |      |       | M         |             |   6.1 |   5.5 |     1.72 |     0.03 |  21.96 |   0.66 |  38.50 |   1.29 |  10.98 |   0.18 |  10.24 |   0.29 |  10.20 |   0.07 |   0.68 |  10.12 |
  UGC05464                | [WTK2001]J100807.67+293229.3,[RC2]A1005+29,[PT2011]75,UGC05464,SDSSJ100807.71+293234.4,SDSSJ100807.70+293234.4,SDSSJ100807.70+293234.3,PGC029468,MCG+05-24-017,DDO072,AGC005464                                                                                                                                                                     |     29468 |  31.11 |    NaN |   10.13547 |   29.54258 |     1020 |        3 |     1005 |        5 |     1139 |  130.9 |   57.6 |     0.19 |     0.05 | Sm    |      |       |           |             |   8.8 |   0.6 |     1.11 |     0.07 |  44.15 |   1.19 |  52.28 |   1.48 |  16.01 |   0.22 |    NaN |   0.10 |  15.19 |   0.00 |   0.55 |  15.16 |
  NGC3177                 | UGC05544,SDSSJ101634.14+210723.0,SDSSJ101634.13+210723.0,SDSSJ101634.13+210722.9,PGC030010,NGC3177,MCG+04-24-023,LGG194:[G93]005,IRAS10138+2122,CGCG123-032,AGC005544,ADBSJ101636+2107,2MASXJ10163416+2107223                                                                                                                                       |     30010 |  31.52 |    NaN |   10.27615 |   21.12302 |     1285 |        6 |     1307 |        5 |     1369 |  140.0 |   41.6 |     0.12 |     0.05 | Sb    |      |       |           |             |   3.0 |   0.3 |     1.16 |     0.07 |  81.25 |   2.86 | 122.26 |   4.63 |  15.95 |   0.15 |  10.70 |   0.10 |  12.73 |   0.03 |   0.59 |  11.79 |
  NGC3182                 | UGC05568,SDSSJ101933.03+581220.6,SDSSJ101933.02+581220.8,SDSSJ101933.02+581220.6,SDSSJ101933.02+581220.5,PGC030176,NGC3182,MCG+10-15-062,CGCG290-027,2MASXJ10193301+5812209                                                                                                                                                                         |     30176 |  32.66 |    NaN |   10.32584 |   58.20577 |     2099 |        3 |     2073 |        7 |     2329 |  145.1 |   36.6 |     0.08 |     0.05 | S0-a  |      | R     |           |             |   0.3 |   1.4 |     1.28 |     0.06 | 126.70 |   6.72 | 212.29 |  12.27 |  16.89 |   0.09 |    NaN |   0.05 |  12.93 |    NaN |    NaN |  11.77 |
  UGC05571                | UGC05571,SDSSJ101942.46+520355.1,SDSSJ101942.44+520354.5,SDSSJ101942.44+520354.4,SDSSJ101942.14+520358.2,PGC030187                                                                                                                                                                                                                                  |     30187 |  30.60 |    NaN |   10.32844 |   52.06547 |      669 |        5 |      662 |        4 |      881 |  172.0 |   90.0 |     0.48 |     0.03 | Sm    |      |       | M         |             |   8.9 |   0.6 |     1.01 |     0.08 |  19.69 |   0.64 |  19.69 |    NaN |  15.34 |   0.12 |    NaN |   0.04 |  15.53 |    NaN |    NaN |  16.34 |
  UGC05575                | UGC05575,SDSSJ101946.85+223541.3,SDSSJ101946.85+223541.2,SDSSJ101946.84+223541.2,PGC030188,LGG194:[G93]016,AGC005575                                                                                                                                                                                                                                |     30188 |  31.81 |    NaN |   10.32968 |   22.59484 |     1469 |        2 |     1467 |        6 |     1561 |   55.2 |   80.8 |     0.35 |     0.05 | IAB   | B    |       |           |             |   9.7 |   0.6 |     1.03 |     0.09 |  60.65 |   3.97 |  61.45 |   4.05 |  17.34 |   0.23 |    NaN |   0.13 |  15.45 |    NaN |    NaN |  15.27 |
  NGC3227                 | VV209:,UGC05620,PGC1608113,PGC030445,NGC3227,MCG+03-27-016,LGG194:[G93]009,KPG234B,IRAS10207+2007,CGCG094-028,ARP094:,AGC005620,2MASXJ10233060+1951538                                                                                                                                                                                              |     30445 |  31.32 |  31.54 |   10.39184 |   19.86498 |     1148 |        4 |     1149 |        5 |     1228 |  156.0 |   68.3 |     0.33 |     0.03 | SABa  | B    |       | M         |             |   1.5 |   0.9 |     1.60 |     0.03 | 120.92 |   3.78 | 130.10 |   4.10 |  14.68 |   0.15 |  10.79 |   0.10 |  11.10 |   0.19 |   0.73 |    NaN |
  NGC3198                 | UGC05572,SDSSJ101954.92+453259.1,SDSSJ101954.92+453259.0,PGC030197,NGC3198,MCG+08-19-020,IRAS10168+4548,CGCG240-030,2MIG1421,2MASXJ10195499+4532588                                                                                                                                                                                                 |     30197 |  30.50 |  30.73 |   10.33192 |   45.54972 |      662 |        2 |      661 |        2 |      850 |   30.3 |   77.8 |     0.55 |     0.03 | Sc    | B    | R     |           |             |   5.2 |   0.6 |     1.81 |     0.02 | 134.34 |   2.84 | 137.42 |   2.92 |  12.17 |   0.12 |  10.91 |   0.05 |   9.94 |  -0.12 |   0.42 |   9.56 |
  NGC3254                 | [WTK2001]J102920.18+292932.3,UGC05685,SDSSJ102919.93+292930.5,PGC030895,NGC3254,MCG+05-25-018,LGG197:[G93]003,IRAS10265+2944,CGCG154-020,AGC005685,2MASXJ10291992+2929291                                                                                                                                                                           |     30895 |  31.70 |  32.80 |   10.48891 |   29.49201 |     1367 |        5 |     1358 |        3 |     1493 |   50.4 |   64.4 |     0.32 |     0.03 | Sbc   |      | R     |           |             |   4.0 |   0.2 |     1.37 |     0.03 | 187.33 |   4.15 | 207.70 |   4.68 |  13.63 |   0.12 |    NaN |   0.09 |  11.69 |   0.02 |   0.59 |  10.67 |
  UGC05708                | UGC05708,RFGC1814,PGC031037,MCG+01-27-014,KIG0422,HIPASSJ1031+04,FGC1087,CGCG037-061,AGC005708                                                                                                                                                                                                                                                      |     31037 |  31.25 |  31.81 |   10.52034 |    4.47215 |     1176 |        2 |     1176 |        2 |     1184 |  167.7 |   85.2 |     0.74 |     0.03 | SBcd  | B    |       | M         |             |   6.7 |   1.0 |     1.47 |     0.03 |  76.73 |   2.07 |  77.00 |   2.08 |  13.93 |   0.12 |    NaN |   0.16 |  12.93 |    NaN |    NaN |  12.90 |
  NGC3274                 | UGC05721,SDSSJ103217.22+274007.7,SDSSJ103217.22+274007.6,SDSSJ103217.21+274007.7,PGC031122,NGC3274,MCG+05-25-020,IRAS10294+2755,CGCG154-024,BTS019,AGC005721,2MASXJ10321728+2740075                                                                                                                                                                 |     31122 |  29.94 |  29.08 |   10.53812 |   27.66879 |      531 |        6 |      538 |        3 |      650 |   93.4 |   61.6 |     0.30 |     0.03 | Scd   | B    |       |           |             |   6.7 |   0.8 |     1.21 |     0.04 |  69.90 |   2.04 |  79.47 |   2.35 |  13.44 |   0.16 |  13.14 |   0.10 |  12.56 |  -0.29 |   0.30 |  12.49 |
  UGC05720                | [RC2]A1029+54,UGC05720,SDSSJ103231.87+542403.7,SDSSJ103231.86+542403.7,SBS1029+546,PGC031141,MRK0033,MCG+09-17-070,IRAS10293+5439,HARO2,CGCG266-055,ARP233,2MASXJ10323195+5424035                                                                                                                                                                   |     31141 |  31.92 |    NaN |   10.54219 |   54.40104 |     1441 |        9 |     1453 |        4 |     1663 |  129.3 |   46.7 |     0.12 |     0.03 | I     |      |       |           |             |   9.8 |   1.3 |     1.06 |     0.05 |  57.39 |   3.29 |  78.81 |   4.63 |  15.82 |   0.21 |    NaN |   0.05 |  13.01 |    NaN |    NaN |  12.88 |
  NGC3277                 | UGC05731,SDSSJ103255.44+283042.2,PGC031166,NGC3277,MCG+05-25-022,LGG197:[G93]005,IRAS10301+2846,CGCG154-026,AGC005731,2MASXJ10325545+2830422                                                                                                                                                                                                        |     31166 |  31.75 |    NaN |   10.54874 |   28.51170 |     1416 |        3 |     1418 |        3 |     1538 |   29.0 |   43.6 |     0.12 |     0.03 | Sab   |      | R     |           |             |   1.8 |   0.8 |     1.32 |     0.03 | 111.53 |   3.52 | 161.76 |   5.39 |  16.13 |   0.12 |  13.26 |   0.12 |  12.20 |   0.19 |   0.76 |    NaN |
  NGC3287                 | UGC05742,SDSSJ103447.30+213853.8,SDSSJ103447.29+213853.7,PGC031311,NGC3287,MCG+04-25-032,LGG194:[G93]011,IRAS10320+2154,HIPASSJ1034+21,CGCG124-038,AGC005742,2MASXJ10344730+2138539                                                                                                                                                                 |     31311 |  31.52 |  30.73 |   10.57981 |   21.64827 |     1286 |       11 |     1305 |        3 |     1378 |   17.6 |   75.3 |     0.32 |     0.04 | SBd   | B    |       |           |             |   7.6 |   1.5 |     1.25 |     0.06 |  88.73 |   3.17 |  91.73 |   3.32 |  15.48 |   0.11 |  12.35 |   0.10 |  12.23 |    NaN |    NaN |  11.95 |
  NGC3299                 | UGC05761,SDSSJ103623.86+124227.1,SDSSJ103623.86+124227.0,PGC031442,NGC3299,MCG+02-27-029,LGG217:[G93]001,CGCG065-064,AGC005761                                                                                                                                                                                                                      |     31442 |  29.94 |    NaN |   10.60663 |   12.70753 |      602 |        3 |      603 |        4 |      652 |    3.0 |   47.9 |     0.13 |     0.03 | SABd  | B    | R     |           |             |   8.0 |   0.3 |     1.25 |     0.03 |  58.31 |   2.76 |  78.54 |   3.83 |  15.77 |   0.13 |    NaN |   0.11 |  13.52 |    NaN |    NaN |    NaN |
  NGC3301                 | UGC05767,SDSSJ103656.03+215255.5,PGC031497,NGC3301,MCG+04-25-035,LGG194:[G93]012,IRAS10341+2208,CGCG124-045,2MASXJ10365603+2152557                                                                                                                                                                                                                  |     31497 |  31.64 |    NaN |   10.61556 |   21.88211 |     1339 |        2 |     1347 |        6 |     1433 |   53.0 |   90.0 |     0.53 |     0.06 | S0-a  | B    | R     |           |             |  -0.4 |   1.0 |     1.56 |     0.04 | 111.01 |   5.77 | 111.01 |    NaN |  18.09 |   0.14 |    NaN |   0.10 |  12.10 |   0.27 |   0.76 |    NaN |
  NGC3319                 | UGC05789,SDSSJ103909.46+414112.0,SDSSJ103909.45+414112.0,PGC031671,NGC3319,MCG+07-22-036,KUG1036+419,KIG0428,CGCG212-033,2MIG1463,2MFGC08284,2MASXJ10390953+4141127                                                                                                                                                                                 |     31671 |  30.69 |  30.52 |   10.65263 |   41.68676 |      738 |        7 |      742 |        2 |      917 |   37.7 |   62.7 |     0.31 |     0.03 | SBc   | B    |       | M         |             |   6.0 |   0.4 |     1.56 |     0.03 |  84.33 |   1.80 |  94.92 |   2.06 |  13.07 |   0.07 |    NaN |   0.06 |  11.15 |    NaN |   0.33 |  11.43 |
  UGC05791                | UGC05791,SDSSJ103926.88+475649.6,SDSSJ103926.88+475649.5,PGC031697,MCG+08-20-004,KPG242A,CGCG241-004,2MASXJ10392685+4756496                                                                                                                                                                                                                         |     31697 |  30.95 |  32.19 |   10.65747 |   47.94712 |      855 |        0 |      856 |        5 |     1057 |   44.3 |   74.0 |     0.46 |     0.03 | SBbc  | B    |       | M         |             |   4.5 |   2.6 |     1.12 |     0.04 |  63.02 |   3.07 |  65.57 |   3.20 |  15.98 |   0.27 |    NaN |   0.07 |  13.93 |    NaN |    NaN |  14.30 |
  NGC3320                 | UGC05794,SDSSJ103936.51+472352.5,SDSSJ103936.51+472352.4,PGC031708,NGC3320,MCG+08-20-010,IRAS10366+4739,CGCG241-005,2MASXJ10393652+4723526                                                                                                                                                                                                          |     31708 |  32.84 |  32.64 |   10.66014 |   47.39793 |     2325 |        7 |     2316 |        5 |     2526 |   23.6 |   65.5 |     0.35 |     0.03 | Sc    | B    |       | M         |             |   5.7 |   0.7 |     1.29 |     0.04 | 125.71 |   2.67 | 138.13 |   2.98 |  14.72 |   0.13 |  12.34 |   0.09 |  12.25 |    NaN |    NaN |  12.03 |
  NGC3344                 | UGC05840,PGC031968,NGC3344,MCG+04-25-046,KIG0435,IRAS10407+2511,HIPASSJ1043+24,CGCG124-060,AGC005840,2MIG1471,2MASXJ10433114+2455199                                                                                                                                                                                                                |     31968 |  30.07 |  29.96 |   10.72532 |   24.92226 |      588 |        2 |      588 |        3 |      698 |    NaN |   18.7 |     0.02 |     0.03 | Sbc   | B    | R     |           |             |   4.0 |   0.3 |     1.83 |     0.02 |  69.72 |   2.20 | 217.20 |   9.22 |  12.20 |   0.12 |  10.97 |   0.14 |  10.32 |  -0.10 |   0.55 |    NaN |
  NGC3351                 | UGC05850,SDSSJ104357.69+114213.6,PGC032007,NGC3351,MESSIER095,MCG+02-28-001,LGG217:[G93]002,LEO_GROUP:[FS90]007,IRAS10413+1158,HIPASSJ1044+11,CGCG066-004,ALFALFA5-309,AGC005850,2MASXJ10435773+1142129                                                                                                                                             |     32007 |  30.50 |  29.98 |   10.73269 |   11.70368 |      778 |        1 |      778 |        2 |      826 |   10.7 |   54.6 |     0.21 |     0.04 | Sb    | B    | R     |           |             |   3.1 |   0.4 |     1.86 |     0.02 | 122.78 |   3.02 | 150.55 |   3.85 |  13.50 |   0.10 |   9.99 |   0.12 |  10.14 |   0.12 |   0.73 |   8.97 |
  NGC3381                 | UGC05909,SDSSJ104824.82+344241.1,SDSSJ104824.81+344241.0,PGC032302,NGC3381,MCG+06-24-015,LGG218:[G93]001,KUG1045+349,IRAS10456+3458,CGCG184-016,AGC005909,2MIG1487,2MASXJ10482482+3442405                                                                                                                                                           |     32302 |  32.07 |    NaN |   10.80689 |   34.71140 |     1628 |        1 |     1630 |        4 |     1782 |   75.9 |   26.3 |     0.04 |     0.04 | SBbc  | B    |       |           |             |   3.6 |   1.2 |     1.30 |     0.05 |  43.29 |   1.53 |  97.85 |   4.19 |  14.82 |   0.14 |  12.55 |   0.09 |  12.83 |    NaN |    NaN |  12.36 |
  UGC06014                | UGC06014,SDSSJ105342.68+094340.5,SDSSJ105342.63+094340.3,SDSSJ105342.63+094340.2,PGC032708,CGCG066-058,ALFALFA5-364,AGC006014                                                                                                                                                                                                                       |     32708 |  31.18 |    NaN |   10.89519 |    9.72780 |     1138 |        4 |     1133 |        3 |     1180 |   70.3 |   68.5 |     0.27 |     0.03 | SABd  | B    |       |           |             |   8.1 |   0.7 |     1.03 |     0.05 |  39.10 |   1.69 |  42.02 |   1.84 |  16.14 |   0.20 |    NaN |   0.14 |  14.79 |    NaN |    NaN |  14.70 |
  NGC3488                 | UGC06096,SDSSJ110123.59+574039.9,SDSSJ110123.59+574039.8,SDSSJ110123.59+574039.6,SDSSJ110123.58+574039.9,PGC2569768,PGC033242,NGC3488,MCG+10-16-045,IRAS10583+5756,CGCG291-022,2MASXJ11012353+5740389                                                                                                                                               |     33242 |  33.36 |  32.89 |   11.02321 |   57.67766 |     2995 |        2 |     2994 |        3 |     3233 |  172.0 |   63.9 |     0.32 |     0.04 | Sc    | B    |       | M         |             |   5.2 |   0.5 |     1.18 |     0.03 | 110.16 |   3.55 | 122.69 |   4.01 |  15.12 |   0.11 |  13.45 |   0.06 |  13.36 |    NaN |    NaN |  12.62 |
  UGC06104                | UGC06104,SDSSJ110150.96+163625.0,PGC033276,MCG+03-28-049,CGCG095-093,AGC006104,2MASXJ11015095+1636251                                                                                                                                                                                                                                               |     33276 |  33.22 |  33.52 |   11.03082 |   16.60696 |     2946 |        1 |     2946 |        3 |     3024 |   47.3 |   81.0 |     0.56 |     0.04 | Sbc   |      | R     |           |             |   4.0 |   0.3 |     1.14 |     0.08 | 109.84 |   2.13 | 111.22 |   2.17 |  15.20 |   0.14 |    NaN |   0.09 |  13.66 |    NaN |    NaN |  13.87 |
  NGC3521                 | UGC06150,PGC033550,NGC3521,MRC1103+002,MCG+00-28-030,KIG0461,IRAS11032+0014,HIPASSJ1105-00,CGCG010-074,AGC006150,2MASXJ11054859-0002092                                                                                                                                                                                                             |     33550 |  30.40 |  30.47 |   11.09683 |   -0.03578 |      801 |        3 |      801 |        2 |      799 |  162.2 |   60.0 |     0.27 |     0.03 | SABb  | B    |       |           |             |   4.0 |   0.2 |     1.92 |     0.02 | 212.20 |   3.88 | 244.96 |   4.61 |  11.88 |   0.10 |   8.81 |   0.25 |   9.21 |   0.13 |   0.70 |   7.72 |
  UGC06162                | UGC06162,SDSSJ110654.75+511211.6,SDSSJ110654.74+511211.6,PGC033633,MCG+09-18-086,KIG0463,IRAS11041+5127,CGCG267-041,2MASXJ11065469+5112121                                                                                                                                                                                                          |     33633 |  32.73 |  32.53 |   11.11520 |   51.20330 |     2209 |        5 |     2208 |        3 |     2429 |   91.4 |   59.5 |     0.28 |     0.02 | SABc  | B    | R     |           |             |   6.6 |   0.9 |     1.30 |     0.03 |  95.26 |   3.37 | 110.61 |   3.96 |  14.65 |   0.14 |    NaN |   0.07 |  13.51 |    NaN |    NaN |  12.50 |
  NGC3526                 | UGC06167,PGC033635,NGC3531,NGC3526,MCG+01-28-039,KIG0464,IRAS11043+0726,HIPASSJ1106+07,CGCG038-129,AGC006167,2MIG1543,2MFGC08664,2MASXJ11065662+0710261                                                                                                                                                                                             |     33635 |  31.64 |  31.43 |   11.11573 |    7.17391 |     1418 |        2 |     1418 |        3 |     1452 |   55.3 |   82.3 |     0.63 |     0.04 | Sc    |      |       |           |             |   5.3 |   0.8 |     1.38 |     0.05 |  87.41 |   2.17 |  88.21 |   2.20 |  15.10 |   0.14 |  13.23 |   0.14 |  12.38 |    NaN |    NaN |  12.33 |
  UGC06194                | UGC06194,SDSSJ110900.57+225546.2,PGC033794,MCG+04-26-034,KIG0466,HIPASSJ1108+22,CGCG125-031,AGC006194,2MASXJ11090062+2255465                                                                                                                                                                                                                        |     33794 |  33.01 |    NaN |   11.15017 |   22.92952 |     2644 |        9 |     2641 |        4 |     2754 |    NaN |   15.1 |     0.01 |     0.03 | SBc   | B    |       |           |             |   5.5 |   1.6 |     1.14 |     0.06 |  47.96 |   1.56 | 183.61 |   9.39 |  15.44 |   0.20 |    NaN |   0.07 |  14.51 |    NaN |    NaN |    NaN |
  NGC3556                 | UGC06225,PGC2510596,PGC034030,NGC3556,MESSIER108,MCG+09-18-098,KIG0469,IRAS11085+5556,CGCG268-001,CGCG267-048,2MFGC08733,2MASXJ11113096+5540268                                                                                                                                                                                                     |     34030 |  30.69 |  29.96 |   11.19193 |   55.67427 |      698 |        1 |      697 |        3 |      932 |   79.0 |   67.5 |     0.38 |     0.03 | Sc    | B    |       |           |             |   5.9 |   0.5 |     1.60 |     0.03 | 141.55 |   2.70 | 153.18 |   2.96 |  12.31 |   0.12 |   9.21 |   0.07 |   9.96 |   0.00 |   0.57 |   8.96 |
  NGC3637                 | PGC034731,NGC3637,MCG-02-29-020,LGG235:[G93]002,6dFJ1120396-101527,2MASXJ11203957-1015264                                                                                                                                                                                                                                                           |     34731 |  32.07 |    NaN |   11.34432 |  -10.25734 |     1817 |       23 |     1846 |        9 |     1770 |    NaN |   33.5 |     0.06 |     0.02 | S0    | B    | R     |           |             |  -1.9 |   0.4 |     1.39 |     0.03 |  81.72 |   7.47 | 147.94 |  13.96 |  17.30 |   0.28 |    NaN |   0.29 |  13.19 |    NaN |   0.80 |  10.53 |
  NGC3684                 | UGC06453,SDSSJ112711.19+170148.6,SDSSJ112711.19+170148.5,PGC035224,NGC3684,MCG+03-29-050,LGG237:[G93]006,IRAS11245+1718,CGCG096-047,AGC006453,2MASXJ11271117+1701491                                                                                                                                                                                |     35224 |  31.32 |  31.57 |   11.45311 |   17.03017 |     1160 |        2 |     1159 |        3 |     1249 |  126.3 |   50.8 |     0.18 |     0.02 | Sbc   |      |       |           |             |   4.0 |   0.3 |     1.36 |     0.03 |  92.88 |   2.03 | 119.88 |   2.71 |  13.71 |   0.10 |  11.94 |   0.11 |  11.90 |    NaN |   0.55 |  11.16 |
  NGC3687                 | [WTK2001]J112800.59+293038.7,UGC06463,SDSSJ112800.61+293039.8,SDSSJ112800.60+293039.8,SDSSJ112800.60+293039.7,PGC1868662,PGC035285,NGC3687,MRK0736,MCG+05-27-073,KUG1125+297,CGCG156-078,BTS033,AGC006463,2MASXJ11280056+2930397                                                                                                                    |     35285 |  32.94 |    NaN |   11.46683 |   29.51100 |     2502 |        2 |     2504 |        4 |     2648 |  173.3 |   74.4 |     0.46 |     0.06 | Sbc   | B    | R     | M         |             |   3.8 |   0.7 |     1.15 |     0.03 |  75.45 |   2.38 |  78.33 |   2.49 |  15.02 |   0.14 |    NaN |   0.10 |  12.70 |    NaN |    NaN |  12.03 |
  NGC3691                 | UGC06464,PGC035292,NGC3691,MCG+03-29-053,LGG237:[G93]008,IRAS11255+1711,CGCG096-050,ARK294,AGC006464,2MASXJ11280941+1655136                                                                                                                                                                                                                         |     35292 |  31.18 |    NaN |   11.46928 |   16.92044 |     1065 |        7 |     1066 |        5 |     1154 |   20.2 |   47.4 |     0.15 |     0.03 | SBb   | B    |       |           |             |   3.0 |   0.4 |     1.17 |     0.04 |  56.75 |   1.37 |  77.11 |   1.94 |  15.91 |   0.10 |  13.31 |   0.11 |  12.29 |    NaN |    NaN |    NaN |
  NGC3752                 | UGC06515,PGC035608,NGC3752,MCG+13-08-064,KIG0484,IRAS11293+7454,CGCG351-063,2MASXJ11323219+7437392                                                                                                                                                                                                                                                  |     35608 |  32.55 |  32.03 |   11.54228 |   74.62754 |     1920 |        8 |     1917 |        4 |     2195 |  151.7 |   71.5 |     0.38 |     0.02 | SABa  | B    |       |           |             |   2.1 |   0.5 |     1.21 |     0.03 |  95.94 |   3.14 | 101.15 |   3.33 |  16.25 |   0.12 |  13.27 |   0.21 |  13.05 |    NaN |    NaN |  12.44 |
  UGC06534                | [RC2]A1130+63,UGC06534,SDSSJ113320.73+631648.8,SDSSJ113320.73+631648.7,SDSSJ113320.16+631645.9,PGC035675,MCG+11-14-030,IRAS11305+6333,IRAS11304+6333,HIJASSJ1133+63,CGCG314-032,2MFGC09050,2MASXJ11332080+6316486                                                                                                                                   |     35675 |  31.75 |  31.09 |   11.55574 |   63.28007 |     1257 |       10 |     1272 |        4 |     1514 |   60.5 |   77.3 |     0.56 |     0.04 | Scd   |      |       |           |             |   6.6 |   0.9 |     1.37 |     0.04 |  59.43 |   2.72 |  60.93 |   2.80 |  14.87 |   0.16 |  13.37 |   0.11 |  12.46 |    NaN |    NaN |  12.90 |
  NGC3733                 | VV459,UGC06554,SDSSJ113501.64+545101.7,PGC035797,NGC3733,MCG+09-19-123,LGG250:[G93]001,CGCG268-055,2MASXJ11350158+5451018                                                                                                                                                                                                                           |     35797 |  31.58 |  31.73 |   11.58378 |   54.85050 |     1182 |        4 |     1184 |        4 |     1419 |  167.0 |   74.9 |     0.50 |     0.03 | SABc  | B    |       |           |             |   5.7 |   0.6 |     1.53 |     0.04 | 103.92 |   2.86 | 107.62 |   2.97 |  13.51 |   0.14 |    NaN |   0.07 |  12.04 |  -0.28 |   0.42 |  11.65 |
  NGC3735                 | UGC06567,PGC035869,NGC3735,MCG+12-11-036,LGG240:[G93]002,IRAS11330+7048,CGCG334-042,2MFGC09092,2MASXJ11355732+7032081                                                                                                                                                                                                                               |     35869 |  33.19 |  32.88 |   11.59925 |   70.53563 |     2696 |        4 |     2696 |        4 |     2966 |  129.7 |   83.6 |     0.65 |     0.04 | Sc    |      |       |           |             |   5.2 |   0.6 |     1.55 |     0.03 | 239.61 |   5.58 | 241.10 |   5.63 |  14.06 |   0.11 |  10.84 |   0.07 |  11.18 |    NaN |    NaN |  10.70 |
  NGC3773                 | UGC06605,SDSSJ113813.07+120644.4,SDSSJ113813.06+120644.4,SDSSJ113812.91+120643.6,SDSSJ113812.90+120643.6,SDSSJ113812.60+120641.3,PGC036043,NGC3773,MRK0743,MCG+02-30-005,KUG1135+123,IRAS11356+1223,CGCG068-014,AGC006605,ADBSJ113816+1206,2MASXJ11381296+1206429                                                                                   |     36043 |  30.95 |    NaN |   11.63693 |   12.11211 |      988 |        2 |      985 |        4 |     1058 |  161.4 |   44.2 |     0.10 |     0.02 | S0    |      |       | M         | C           |  -2.1 |   0.7 |     1.09 |     0.04 |  38.17 |   2.04 |  54.70 |   3.00 |  16.14 |   0.18 |  12.85 |   0.12 |  13.36 |    NaN |    NaN |  12.96 |
  UGC06670                | [RC2]A1139+18,[MO2001]J114229.0+182008.6,UGC06670,SDSSJ114229.46+181957.1,PGC1556477,PGC036355,MCG+03-30-053,KUG1139+186,IRAS11398+1836,HIPASSJ1142+18,EVCC0006,CGCG097-067,AGC006670,2MASXJ11422942+1819580                                                                                                                                        |     36355 |  30.95 |    NaN |   11.70816 |   18.33301 |      925 |        1 |      922 |        4 |     1025 |  154.0 |   90.0 |     0.47 |     0.03 | IB    | B    |       |           |             |   9.7 |   1.1 |     1.18 |     0.05 |  96.75 |   3.02 |  96.75 |    NaN |  14.57 |   0.16 |  13.48 |   0.11 |  12.58 |  -0.35 |   0.28 |  12.78 |
  UGC06774                | [RC2]A1145+55,UGC06774,SDSSJ114811.32+545930.7,SDSSJ114811.32+545930.5,SDSSJ114811.32+545930.4,RFGC2115,PGC036836,MCG+09-19-195,LGG247:[G93]003,FGC1309,2MASXJ11481131+5459301                                                                                                                                                                      |     36836 |  32.94 |  33.82 |   11.80315 |   54.99181 |     2426 |        2 |     2418 |        6 |     2666 |  154.8 |   82.0 |     0.64 |     0.03 | Sc    |      |       |           |             |   5.9 |   0.5 |     1.18 |     0.04 | 103.39 |   3.80 | 104.41 |   3.84 |  16.07 |   0.09 |    NaN |   0.05 |  14.27 |    NaN |    NaN |  14.50 |
  NGC3893                 | UGC06778,PGC2323609,PGC036875,NGC3893,MCG+08-22-007,LGG258:[G93]016,KPG302A,IRAS11460+4859,CGCG243-008,2MASXJ11483820+4842388                                                                                                                                                                                                                       |     36875 |  31.25 |  31.30 |   11.81061 |   48.71077 |      962 |        6 |      970 |        3 |     1184 |  158.3 |   59.9 |     0.28 |     0.02 | SABc  | B    |       | M         |             |   5.1 |   0.9 |     1.43 |     0.03 | 127.64 |   2.38 | 147.57 |   2.81 |  13.11 |   0.10 |  10.13 |   0.09 |  10.26 |    NaN |    NaN |   9.65 |
